Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
10660712,CLOUD GATEWAY LIMITED,47,2195528,0.334,0.334,,Small,03/09/2017 00:00:00,"The uk's first sase platform, offering networking and security solutions for the public and private sector.",cloudgateway.co.uk,EC4R 9AT,"Cloud Computing, Data Infrastructure, Telecommunications, Software as a Service (SaaS), Cyber","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Centres, Telecommunications: Fibre Connectivity, Telecommunications: Network Providers, Software as a Service (SaaS): Analytics, Cyber: Network Security",,0,,0
09439890,NETWORK ACCESS ASSOCIATES LIMITED,905,5368042,0.21549999999999997,0.708,-0.277,Large,02/13/2015 00:00:00,Space is the future for communications on earth,oneweb.net,W12 7FQ,"Space Energy, Space Economy, Telecommunications","Space Energy: Operations Management, Space Economy: Communications, Space Economy: Data Infrastructures, Space Economy: Location and Connectivity, Telecommunications: Wireless Connectivity, Telecommunications: Network Providers, Telecommunications: Satellite Communications",25320,0,,0
08689426,NEXTGENACCESS LTD,20,3281777,0.251,0.21,0.292,Small,09/13/2013 00:00:00,"We deliver scalable, cost-effective core and access dark fibre network connectivity solutions. we are a neutral provider. contact us today.",nextgenaccess.com,WA4 4GE,"Data Infrastructure, Telecommunications","Data Infrastructure: Data Centres, Telecommunications: Fibre Connectivity",,22,2022-09-01,0
10554399,HELIX TECHNOLOGIES LIMITED,27,4526860,0.355,0.355,,Small,01/10/2017 00:00:00,"Helix provides pioneering antenna-based solutions & electronic systems, for the design & development of resilient & precise pnt applications.",helixgeospace.com,OX14 3NB,"Space Energy, Space Economy, Telecommunications, Geospatial Economy","Space Energy: Ground Segment, Space Economy: Geospatial Platforms, Space Economy: Location and Connectivity, Telecommunications: Satellite Communications, Geospatial Economy: Navigation Technologies",349465,5.68,2021-12-01,0
04269408,ZTE (UK) LIMITED,23,49784895,0.2725,-0.108,0.653,Large,08/13/2001 00:00:00,,www.zte.com.cn,SL1 4DX,"Data Infrastructure, Telecommunications, Cyber","Data Infrastructure: Data Infrastructure Hardware, Telecommunications: Wireless Connectivity, Telecommunications: Network Providers, Cyber: IoT Security",,0,,0
05846504,RADIOCOMS HOLDINGS LIMITED,116,29553654,0.7515000000000001,1.113,0.39,Medium,06/14/2006 00:00:00,"Radiocoms build and support voice, video & data communication systems & solutions to econnect mpower every employee. connect with us here.",radiocoms.co.uk,NW10 6QD,Telecommunications,Telecommunications: Broadcasting,,0,,0
10090890,BOLDYN NETWORKS UK LIMITED,240,20040468,0.702,0.702,,Medium,03/30/2016 00:00:00,"Bai communications designs, builds and operates highly available communications networks – broadcast, radio, cellular, wi-fi, ip networks – globally.",baicommunications.com,W2 6BD,Telecommunications,"Telecommunications: Wireless Connectivity, Telecommunications: Broadcasting",,0,,0
SC394757,ARROW BUSINESS COMMUNICATIONS (SCOTLAND) LIMITED,120,17280156,0.576,1.059,0.093,Medium,03/03/2011 00:00:00,"Improving business communications for 25+ years - arrow specialises in enabling human connectivity through video conferencing, business mobiles, cloud ....",arrowcommunications.co.uk,G52 4RU,"Cloud Computing, Data Infrastructure, Telecommunications","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Hardware, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Telecommunications: Network Providers, Telecommunications: Site Services",,0,,0
11795646,THE NETWORK CONTROL GROUP LIMITED,62,10062699,0.87,0.87,,Medium,01/29/2019 00:00:00,The network control group is a technology provider that creates innovative connectivity and smart building solutions.,thenetworkcontrolgroup.com,MK5 8PJ,Telecommunications,Telecommunications: Fibre Connectivity,,0,,0
04544886,RADIOCOMS SYSTEMS LIMITED,58,29553654,0.2505,0.111,0.39,Medium,09/25/2002 00:00:00,"Radiocoms build and support voice, video & data communication systems & solutions to econnect mpower every employee. connect with us here.",radiocoms.co.uk,NW10 6QD,Telecommunications,Telecommunications: Broadcasting,,0,,0
11450722,NEXTGENACCESS HOLDCO LIMITED,23,3804185,0.801,0.135,1.467,Small,07/05/2018 00:00:00,"We deliver scalable, cost-effective core and access dark fibre network connectivity solutions. we are a neutral provider. contact us today.",nextgenaccess.com,SE1 2AQ,"Data Infrastructure, Telecommunications","Data Infrastructure: Data Centres, Telecommunications: Fibre Connectivity",,0,,0
03477297,NNXYZ LIMITED,912,130720113,0.34800000000000003,0.54,0.156,Large,12/02/1997 00:00:00,"Neos networks is proud to operate a 34,000km uk-wide business network providing high-capacity telecommunications solutions. connect your business today.",neosnetworks.com,RG1 3JH,"Data Infrastructure, Telecommunications","Data Infrastructure: Data Centres, Telecommunications: Wireless Connectivity, Telecommunications: Fibre Connectivity, Telecommunications: Network Providers",,0,,0
12374045,ARROW COMMUNICATIONS HOLDINGS LIMITED,589,142439666,0.30300000000000005,0.272,0.334,Large,12/20/2019 00:00:00,"Improving business communications for 25+ years - arrow specialises in enabling human connectivity through video conferencing, business mobiles, cloud ....",arrowcommunications.co.uk,GU7 2QN,"Cloud Computing, Data Infrastructure, Telecommunications","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Hardware, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Telecommunications: Network Providers, Telecommunications: Site Services",,0,,0
03914233,SOLUTIONS 30 UK SERVICES LIMITED,191,25705542,0.40700000000000003,0.5,0.314,Medium,01/26/2000 00:00:00,Solutions30 uk provide infrastructure services across the telecoms and energy sectors.,solutions30.co.uk,CH4 8RH,Telecommunications,Telecommunications: 5G Radio Access Network,,0,,0
08043329,NETWORK GROUP EVENTS LIMITED,48,1762190,0.24,0.24,,Small,04/24/2012 00:00:00,The network group is dedicated to creating exceptional opportunities for networking at the most senior corporate level.,thenetwork-group.com,PO7 7SQ,"Data Infrastructure, Telecommunications, Cyber","Data Infrastructure: Data Infrastructure Services, Telecommunications: Network Providers, Cyber: Network Security",,0,,0
12534512,ONEWEB HOLDINGS LIMITED,1364,24985849,0.562,0.562,,Large,03/25/2020 00:00:00,Space is the future for communications on earth,oneweb.net,W12 7FQ,"Space Energy, Space Economy, Telecommunications","Space Energy: Operations Management, Space Economy: Communications, Space Economy: Data Infrastructures, Space Economy: Location and Connectivity, Telecommunications: Wireless Connectivity, Telecommunications: Network Providers, Telecommunications: Satellite Communications",,0,,0
04220936,DREAMTEK LIMITED,148,13930871,0.329,0.329,,Medium,05/22/2001 00:00:00,"Dreamtek are a video production company in london. we provide virtual & hybrid event solutions, video production and studio builds.",dreamtek.tv,RG27 8AJ,"Media and Publishing, Telecommunications, Streaming Economy, Immersive Technologies","Media and Publishing: Video and Motion Graphics production, Telecommunications: Broadcasting, Streaming Economy: Live Streaming, Immersive Technologies: Gaming, Immersive Technologies: Metaverse, Immersive Technologies: Virtual Reality, Immersive Technologies: Hardware, Immersive Technologies: Edtech",34502,0,2022-01-01,0
02827242,HUGHES ELECTRONICS LIMITED,43,7241659,0.236,0.236,,Small,06/15/1993 00:00:00,"Hughes electronics design, develop, supply cables, connectors, pre-terminated cables, jumper cables, patch leads and cabling looms, coaxial, utp, stp/sftp telecommunication and lan cables and connectors, cross media baluns, power splitters. cutting edge research such as ""e.power"" and ""waveway""",hugheselectronics.co.uk,HA9 7ND,Telecommunications,Telecommunications: Site Services,19900,0,,0
09441521,H S INFRA LIMITED,16,2543045,0.215,0.215,,Small,02/16/2015 00:00:00,"To deliver innovative it infrastructure solutions in order to maximise business functionality for clients. by using the latest technologies, materials and innovation, we provide the very best designs and solutions.",hsinfra.co.uk,HR6 0LA,"Software Development, Telecommunications, Cyber","Software Development: Security Engineering, Telecommunications: Site Services, Cyber: Risk Management",,0,,0
10043949,ACCELERCOMM LTD,107,2011756,0.545,0.545,,Medium,03/04/2016 00:00:00,"Our patented, market-leading ip solutions for 4g and 5g are configurable for quick, high-performance implementations across a wide range of applications.",www.accelercomm.com,SO16 7QJ,"Telecommunications, Computer Hardware","Telecommunications: 5G Radio Access Network, Computer Hardware: Field Programmable Gate Arrays",665396,29.97,2023-05-01,0
05823408,CONNEXIN LIMITED,123,8510139,0.263,0.263,,Medium,05/19/2006 00:00:00,"From hyperfast fibre broadband in hull to smart cities across the uk, connexin has been connecting people, places and things since 2006.",connexin.co.uk,EC2V 6DN,"Advanced Manufacturing, Telecommunications, Cyber, Internet of Things","Advanced Manufacturing: Industrial IoT, Telecommunications: Fibre Connectivity, Cyber: IoT Security, Internet of Things: Energy Management & Smart Buildings",,90.07,2020-09-01,0
02142875,ATOMWIDE LIMITED,220,34294572,0.218,0.208,0.228,Medium,06/29/1987 00:00:00,,adept.co.uk,B90 8BG,"Cloud Computing, Software Development, Telecommunications","Cloud Computing: SaaS (Software as a Service), Software Development: Security Engineering, Telecommunications: Wireless Connectivity",,0,2017-08-01,0
11168423,LIGHTNING FIBRE LIMITED,152,10565962,2.99,2.99,,Medium,01/24/2018 00:00:00,"Lightning fibre hyperfast home and business full fibre broadband 100mbps up to 1gbps from just £29 per month. eastbourne, hastings, hailsham and heathfield. register today",lightningfibre.co.uk,EC4N 6EU,Telecommunications,"Telecommunications: Fibre Connectivity, Telecommunications: Network Providers",,0,2020-10-01,0
10402747,DENSE AIR LIMITED,262,2319920,0.482,0.664,0.3,Large,09/29/2016 00:00:00,,denseair.net,SL7 1EY,Telecommunications,"Telecommunications: Wireless Connectivity, Telecommunications: 5G Radio Access Network",,0,2021-12-01,0
11250826,BLU-SKY-SOLUTIONS LIMITED,25,1732125,0.826,0.826,,Small,03/12/2018 00:00:00,At blu sky we keep your business connected by offering a range of telecommunications services to keep you business running smoothly.,bluskygroup.co.uk,WC1H 9LT,Telecommunications,Telecommunications: Network Providers,,0,,0
03495178,CIMTEQ LIMITED,55,2581711,0.202,0.202,,Medium,01/20/1998 00:00:00,Cable design and manufacturing software,cimteq.com,RG24 8AH,Telecommunications,Telecommunications: Site Services,,2.5,2022-09-01,0
11322699,SERVICE CX LIMITED,40,1581120,1,1,,Small,04/23/2018 00:00:00,"We’re connect, the independent communications experts who can transform how your organisation communicates – both internally and externally.",weconnect.tech,EC3M 4BY,Telecommunications,Telecommunications: Network Providers,,0,2021-06-01,0
11315505,LAWO LTD,49,7852417,0.359,0.359,,Small,04/18/2018 00:00:00,"Lawo designs and manufactures pioneering ip-based video and audio technology for broadcast production, live performance and theater applications.",lawo.com,UB8 1PH,"Media and Publishing, Telecommunications","Media and Publishing: Broadcasting Services, Telecommunications: Broadcasting",,0,,0
07490613,ONWAVE UK LIMITED,84,13519516,0.247,0.247,,Medium,01/12/2011 00:00:00,"Connectivity underpins everything we do at onwave. we use connectivity in 4 areas: design solutions, network infrastructure, command and control and asset management.",onwave.com,ME19 4AB,Telecommunications,Telecommunications: Fibre Connectivity,,0,,0
08705389,OPTICORE IT LTD,193,18751072,0.2985,0.416,0.181,Medium,09/25/2013 00:00:00,"At opticore in london, we believe in the delivery and support of reliable network solutions designed and built based on the specific requirements of our clients.",opticoreit.com,EC3A 7JB,"Data Infrastructure, Telecommunications, Cyber","Data Infrastructure: Data Infrastructure Hardware, Telecommunications: Network Providers, Cyber: Network Security",,0,,0
03368473,WINGNUT UTILITIES LIMITED,57,9115735,0.422,0.422,,Medium,05/09/1997 00:00:00,"Providing broadband infrastructure with the installation of duct and fibre, anpr and electrical services for companies throughout the uk.",wingnututilities.co.uk,PR4 6SN,Telecommunications,Telecommunications: Site Services,,0,,0
02712443,ENCOMPASS DIGITAL MEDIA SERVICES LIMITED,443,86373907,0.261,0.31,0.212,Large,05/06/1992 00:00:00,"Need your video content delivered? encompass digital media is a global technology services company focused on supporting broadcast, cable and digital leaders.",encompass.tv,W4 5RU,"Media and Publishing, Digital Creative Industries, Telecommunications, Streaming Economy","Media and Publishing: Broadcasting Services, Digital Creative Industries: Streaming, Telecommunications: Broadcasting, Streaming Economy: Enabling Tech",,0,,0
12644243,HANWHA PHASOR LTD.,148,0,0.562,0.562,,Medium,06/03/2020 00:00:00,"Hanwha phasor, interoperable, ultra-low profile, high-gain satcom on the move. find out how we make it, where and when you need us and more.",hanwha-phasor.com,WC1N 3AX,"Space Energy, Telecommunications","Space Energy: Ground Segment, Telecommunications: Satellite Communications",,15.95,2020-06-01,0
11825732,FLUIDONE TOPCO LIMITED,722,118010036,0.40149999999999997,0.519,0.284,Large,02/13/2019 00:00:00,"Fluidone offers high quality, secure data, voice and cloud solutions. simplifying the selection and consumption of advanced communications services.",fluidone.com,SE1 9PG,"Cloud Computing, Software Development, Data Infrastructure, Telecommunications, Software as a Service (SaaS), Cyber","Cloud Computing: SaaS (Software as a Service), Software Development: Security Engineering, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Telecommunications: Fibre Connectivity, Telecommunications: Network Providers, Telecommunications: 5G Radio Access Network, Software as a Service (SaaS): Development, Cyber: Network Security, Cyber: Identity Management, Cyber: IoT Security",,0,,0
NI053702,WORKPAL LIMITED,60,9660191,0.697,0.697,,Medium,01/26/2005 00:00:00,"Barclay communications is a leading telecommunications provider for businesses, offering business mobile, landline and it solutions.",barclaycomms.com,BT7 1DT,Telecommunications,Telecommunications: Fibre Connectivity,,0,,0
03919664,WAVENET LIMITED,713,186807038,0.2635,0.273,0.254,Large,02/04/2000 00:00:00,"Wavenet is a trusted supplier of unified communication solutions to thousands of businesses, including telephony, internet, cloud, security and mobiles.",wavenetuk.com,B90 8BG,"Business Support Services, Data Infrastructure, Telecommunications","Business Support Services: Office Support Services, Data Infrastructure: Data Infrastructure Hardware, Telecommunications: Fibre Connectivity, Telecommunications: Network Providers",,75,2021-05-01,0
07319727,HASTEL LIMITED,17,3176335,0.42300000000000004,0.191,0.655,Small,07/20/2010 00:00:00,"Hastel limited founded in 2010 in the seaside town of hasting east sussex, hastel are a leading designer and manufacturer...",hastel.co.uk,PE27 4AA,"Sensors, Telecommunications","Sensors: Industry 4.0, Sensors: Environmental Monitoring, Telecommunications: Wireless Connectivity",,0,,0
08187280,GAMEBENCH LIMITED,13,1532764,0.11599999999999999,0.123,0.109,Small,08/22/2012 00:00:00,Pioneering performance management to gaming and network industry leaders since 2013.,gamebench.net,BS16 7FR,Telecommunications,Telecommunications: 5G Radio Access Network,24750,0.3,2014-10-01,0
10068882,ENERGY ASSETS NETWORKS LIMITED,34,26013464,0.498,0.198,0.798,Medium,03/17/2016 00:00:00,"At ean, we’ve got the vision and the capacity to transform local energy and utility network ownership and management. our value-adding partnerships with housebuilders, icps, uips and industrial and commercial developers reflect our competitive asset valuations and our unique inhouse support for customers.",energyassetsnetworks.co.uk,M2 4WU,"Telecommunications, Net Zero","Telecommunications: Fibre Connectivity, Net Zero: Grid, Net Zero: Renewable Energy Planning Database",35190,0,,0
